,Date,text,label,score
0,2022-04-29 23:40:08+00:00,Linemen and receivers took center stage in the typically unpredictable first round of the NFL draft — with plenty of choices that could backfire. Here's what we learned. http,Neutral,0.8483244776725769
1,2022-04-29 23:00:10+00:00,"In Opinion

J.D. Vance's ""Trumpian turn has left a wide variety of people wondering whether it arises from sincere conversion or cynical calculation. But there is something more complex going on,"" writes Christopher Caldwell. http",Neutral,0.8168801069259644
2,2022-04-29 22:40:05+00:00,"The pandemic has upended the rigid 9-to-5 workday: Some workers have added a third shift to their evenings, following midmorning and after-lunch crunches, as companies scramble to adjust to a new understanding of working hours.
http",Neutral,0.7322173118591309
3,2022-04-29 22:00:16+00:00,"As a Manhattan grand jury wraps up its review of the criminal case against Donald Trump over his business practices, new signs have emerged that he will not be indicted there in the foreseeable future — if at all.
http",Neutral,0.6055375337600708
4,2022-04-29 21:53:06+00:00,"“If Mariupol is hell, Azovstal is worse.” The mayor of Mariupol, Ukraine, appealed for international help evacuating civilians as conditions deteriorated inside the Azovstal steel complex, the city’s last holdout for Ukrainian fighters and civilians. http http",Negative,0.7299532890319824
5,2022-04-29 21:45:05+00:00,"“If he goes down with the ship, we’re going down with him.”

Johnny Depp fans jumped to his defense during a closely watched defamation trial against Amber Heard, illustrating how complex claims can be filtered through the lens of extreme fandom. http",Neutral,0.711860716342926
6,2022-04-29 21:30:09+00:00,"A price index showed that through March, the U.S. faced the fastest pace of inflation since 1982, likely paving the way for policymakers to make a large increase in interest rates next week. http",Neutral,0.8445954322814941
7,2022-04-29 21:22:04+00:00,"A Minnesota politician was three minutes into a speech when she started going into labor. The proceedings went on, and videos of Erin Maye Quade’s speech ricocheted across the internet, with critics saying the process should have been suspended. http",Neutral,0.6007019281387329
8,2022-04-29 21:15:05+00:00,"Russian forces are accused of detaining two British men who had traveled to Ukraine to assist humanitarian efforts, raising worries about their well-being. http",Negative,0.6508505940437317
9,2022-04-29 21:00:22+00:00,"Instacart, the grocery delivery start-up, is facing an uncertain future. The company has parted ways with its founder and shifted its strategy as it tries to avoid becoming another pandemic boom company that has fizzled, like Peloton or Zoom.
http",Negative,0.558422327041626
10,2022-04-29 20:50:07+00:00,"“To speak of the Los Angeles riots is to speak of dozens of events involving multiple cities and counties, an overlapping but not always congruous set of memories and perspectives that do not neatly map onto one another,” @user writes in @user http",Neutral,0.6119876503944397
11,2022-04-29 20:40:06+00:00,Two people were killed Friday morning when a subway train hit them at a Manhattan station. The police said the victims were walking through the tunnel when they were struck and may have been homeless. http,Negative,0.8187524676322937
12,2022-04-29 20:30:05+00:00,"The FDA on Friday laid out a tentative timetable for deciding whether to authorize a coronavirus vaccine for children under 5, announcing that June 8 is the earliest date that it will present data to its outside advisers for a recommendation. http",Neutral,0.9413752555847168
13,2022-04-29 20:25:02+00:00,"Today is the 30th anniversary of the 1992 LA riots. At the time, Héctor Tobar was a young reporter at The Los Angeles Times when the city erupted in violence. In this week's @user cover story, he remembers: what really happened — and what didn’t? http",Neutral,0.8616504073143005
14,2022-04-29 20:19:05+00:00,"“We want to go home,” a girl says in one video. “We want to see the sunshine.”

In the absence of independent media to chronicle their plight, fighters inside a steel plant in Mariupol, Ukraine, are publishing videos to show the world their hardship. http",Neutral,0.7390168905258179
15,2022-04-29 20:13:31+00:00,"Breaking News: Stocks plunged nearly 9% in April, the S&amp;P 500’s worst month since March 2020, as investors’ fears about the economic outlook mounted. http",Negative,0.839348554611206
16,2022-04-29 20:10:05+00:00,"Hundreds of New York City construction workers gathered for an annual Mass at St. Patrick’s Cathedral on Thursday honoring colleagues who died on the job. Most were non-union workers, who are disproportionately injured and killed at construction sites. http http",Negative,0.627470850944519
17,2022-04-29 20:05:02+00:00,"A federal judge on Friday sentenced a British terrorist to life in prison for his central role in the kidnap, torture and killing of Western hostages who were held by the Islamic State in Syria. http",Negative,0.7537280321121216
18,2022-04-29 19:59:27+00:00,Read this story in Arabic: http http,Neutral,0.905519425868988
19,2022-04-29 19:50:02+00:00,"The body of Vira Hyrych, a prominent Ukrainian radio journalist, was recovered after a Russian missile strike on her apartment building in Kyiv. She had worked for Radio Free Europe/Radio Liberty, a U.S.-funded independent news organization, since 2018.
http http",Neutral,0.8937981128692627
20,2022-04-29 19:35:05+00:00,The Los Angeles Dodgers pitcher Trevor Bauer was suspended without pay for two seasons for violating MLB’s domestic violence and sexual assault policy. http,Negative,0.6723466515541077
21,2022-04-29 19:30:06+00:00,"Trump-inspired Republicans challenging sitting GOP governors have harnessed anti-establishment energy. But in all of the races, the incumbents are showing strength. http",Neutral,0.5908657312393188
22,2022-04-29 19:20:04+00:00,"""It’s a knife fight"": Russia appears to be ""several days behind"" schedule in its offensive on the Donbas region of eastern Ukraine as it faces stiff Ukrainian resistance and continuing supply line problems, a senior Pentagon official said Friday. http",Negative,0.671302318572998
23,2022-04-29 19:11:02+00:00,"It began as a low-level traffic stop in Michigan. But when a white officer fatally shot Patrick Lyoya, a Black man, it turned into the type of stop that raised questions of racial profiling, use of excessive force and the overpolicing of traffic stops. http http",Negative,0.7756827473640442
24,2022-04-29 19:00:11+00:00,"A Russian oil embargo, expected to be difficult and costly to Europe, was considered unlikely when the war began. But positions have hardened, and NATO countries are sending more weapons to Ukraine and more troops to its neighbors. http",Neutral,0.5238913297653198
25,2022-04-29 18:45:07+00:00,"A type of the bird flu that has led to outbreaks in poultry in 30 states has been found in a person in Colorado, federal officials announced. It is the first known human infection of the bird flu currently spreading in the U.S. http",Negative,0.6190393567085266
26,2022-04-29 18:30:08+00:00,"A large swath of the U.S. faced twin weather threats on Friday as a severe drought turned parts of the Southwest into a tinderbox, ripe for more wildfires, and powerful storms threatened to produce tornadoes and hail across the Central Plains. http",Negative,0.735746443271637
27,2022-04-29 18:22:05+00:00,"In tragedy, music provided solace during the AIDS epidemic, and newly discovered cassette tapes captured two decades of parties and pain.
http",Neutral,0.565038800239563
28,2022-04-29 18:15:10+00:00,It was only a fish! It was only a fish! http http,Positive,0.6145000457763672
29,2022-04-29 18:00:05+00:00,"A couple digitized dozens of cassettes they found in their Fire Island home. The tapes, accumulated from 1979 to 1999, captured the soundtrack to a critical juncture in gay history as the AIDS crisis emerged. http",Neutral,0.9013194441795349
30,2022-04-29 17:45:10+00:00,"""It's horrible. There is nothing left.""

Her older brother went missing in besieged eastern Ukraine. Her search for him ended at a body bag. http http",Negative,0.8982594609260559
31,2022-04-29 17:33:59+00:00,Elon Musk sold $8.5 billion in Tesla stock this week as he moved to amass the funds he needs to buy Twitter. The electric carmaker’s shares have fallen 20 percent since Musk revealed that he had bought a 9 percent stake in Twitter in early April. http,Neutral,0.5132318735122681
32,2022-04-29 17:30:13+00:00,"This is how Gov. Ron DeSantis, a possible 2024 contender, turned Florida into an unlikely laboratory for right-wing policy. http",Neutral,0.7112873196601868
33,2022-04-29 17:00:24+00:00,"Officials closed schools in Beijing on Friday, and dozens of buildings are under lockdown, as a Covid outbreak continues to alarm Chinese leaders. The government is carrying out mass testing this week for nearly all 22 million residents of China's capital. http",Negative,0.5681585669517517
34,2022-04-29 16:45:11+00:00,"Powder Springs, a predominantly Black suburb in Georgia, may soon be represented in Congress by Marjorie Taylor Greene. But some residents say they have little trust she will give them the same respect that she gives to her white, Republican constituents. http",Neutral,0.7465870976448059
35,2022-04-29 16:36:45+00:00,"A prominent Ukrainian radio journalist, Vira Hyrych, was killed on Thursday in a Russian missile strike on her apartment building Kyiv. At least seven journalists have been killed while covering the war, according to the Committee to Protect Journalists. http",Negative,0.8605347275733948
36,2022-04-29 16:30:11+00:00,"The UN is helping prosecutors investigate allegations of Russian soldiers committing sexual violence against Ukrainians. But finding clear evidence that sex crimes were committed as a tactic of war is rare, and cases can be difficult to prove. http",Neutral,0.5992526412010193
37,2022-04-29 16:26:30+00:00,"Breaking News: European Union countries are likely to approve as early as next week a phased embargo on Russian oil, sealing a long-postponed measure that has divided the bloc’s members and highlighted their dependence on Russian energy sources. http",Neutral,0.8685557842254639
38,2022-04-29 16:00:16+00:00,"¿El coronavirus ya es endémico? Funcionarios en México, la UE y otros lugares han indicado que se está superando la fase aguda de la pandemia. Otros líderes llaman a ser cautos. Aquí analizamos lo que significa que una enfermedad se convierta en endémica. http",Neutral,0.8386857509613037
39,2022-04-29 15:50:04+00:00,"Jim Ratcliffe, one of Britain’s richest men, offered $5.3 billion to buy Chelsea FC, the Premier League soccer team. It would be the highest price ever paid for a sports team. http",Positive,0.567742645740509
40,2022-04-29 15:30:09+00:00,"Boris Becker, the six-time Grand Slam tennis champion, was sentenced to two and a half years in prison on Friday, after he was found guilty by a London court of hiding millions of dollars’ worth of assets and loans to avoid paying his debts. http",Negative,0.6183769702911377
41,2022-04-29 15:01:07+00:00,"In Opinion

""It is now quite plausible that Donald Trump could win re-election in 2024,"" David Brooks writes. ""If we’re going to prevent that kind of catastrophe, it might be a good idea to learn a few relevant lessons.""
http",Neutral,0.7668619155883789
42,2022-04-29 14:45:07+00:00,"A shipment of five million honeybees was diverted to Atlanta and left out on a hot tarmac. Local beekeepers tried to come to the rescue, but very few survived. http",Negative,0.7880591154098511
43,2022-04-29 14:36:23+00:00,Exxon Mobil and Chevron on Friday reported a second consecutive quarter of robust earnings as oil and natural gas prices continued to rise. The companies said they were not seeking to ramp up production despite pressure from the Biden administration. http,Neutral,0.7091823220252991
44,2022-04-29 14:30:11+00:00,"A strict Covid lockdown in Shanghai highlighted China’s power to enforce its “zero-Covid” strategy. It also fueled deep frustration with the government’s failures and overreach.

 See what life under lockdown is like in China’s largest city.
http",Negative,0.7453402280807495
45,2022-04-29 14:10:05+00:00,"In Opinion

“It is unlikely that anyone has accurately predicted exactly what a Musk-led Twitter will look like,” writes Amelia Tait, a British journalist, in a guest essay. “But one thing is certain: You’d be a fool to believe in the sanctity of his vows.”http",Neutral,0.6221876740455627
46,2022-04-29 14:00:03+00:00,"Elon Musk sold $4 billion in Tesla stock this week, filings show, as he amasses the funds he needs to buy Twitter. He tweeted that no further sales were planned. http",Neutral,0.6746560335159302
47,2022-04-29 13:55:07+00:00,"James Corden, who has hosted “The Late Late Show” since 2015, will leave the CBS show next year, he said Thursday. Signature bits like “Carpool Karaoke” made him an overnight star. http",Neutral,0.8677878975868225
48,2022-04-29 13:50:05+00:00,"The mayor of Mariupol made a desperate appeal to the international community to save those trapped at the Azovstal steel plant, which has become the last holdout for Ukrainian fighters and civilians.

“If Mariupol is hell, Azovstal is worse,” he said.
http",Negative,0.5349105596542358
49,2022-04-29 13:33:05+00:00,"Lyudmyla Denisova, Ukraine’s top human rights official, has been identifying, documenting and bearing witness to human rights violations since Russia’s invasion. Russian by origin, she has a personal understanding of repression by the Kremlin.
http http",Neutral,0.7749713063240051
50,2022-04-29 13:15:04+00:00,"Hollywood’s biggest studios have stopped releasing movies in Russia since the invasion of Ukraine, and Netflix has ceased service there.

In a Cold War throwback, some venues are showing bootleg versions of the latest releases.
http",Negative,0.6644923090934753
51,2022-04-29 13:00:09+00:00,"Elon Musk’s extensive investments in China could be at risk if Twitter upsets the Communist Party state, which has banned the platform but used it extensively to push Beijing’s narrative around the globe — often with false or misleading information.
http",Negative,0.5280781388282776
52,2022-04-29 12:36:01+00:00,"President Joko Widodo of Indonesia confirmed that he invited President Volodymyr Zelensky of Ukraine to the G20 summit in Bali in November. He also said President Vladimir Putin of Russia confirmed that he would attend the summit.
http",Neutral,0.6780436038970947
53,2022-04-29 12:29:06+00:00,"As the horrors of Russia’s invasion of Ukraine have became clearer, the Biden administration has pivoted to a more aggressive stance.

What risks are involved in this escalation? Listen to today’s episode of The Daily.
http",Neutral,0.49365365505218506
54,2022-04-29 12:15:05+00:00,"Few soccer players have been boiled down to statistics quite so much as Thiago Alcantara of Liverpool. But his favorable metrics fail to capture what makes him an integral part of the team, writes our soccer correspondent, @user http",Neutral,0.704663097858429
55,2022-04-29 12:11:02+00:00,"Contrary to popular belief, the Anglo-Saxon ruling classes rarely ate meat, a new study found.

“When they were not having these big public feasts,” an author of the study said, “they were eating a vegetable broth with their bread like everyone else.”
http",Neutral,0.823586106300354
56,2022-04-29 12:01:09+00:00,"Here are the results of the first round of the NFL draft in Las Vegas on Thursday.
http",Neutral,0.939736008644104
57,2022-04-29 11:27:04+00:00,"Nearly 52 million South Koreans may soon have up to two years shaved off their ages (on paper), if President-elect Yoon Suk-yeol keeps a campaign promise to scrap the nation’s unique system for counting how old people are.
http",Neutral,0.5800716876983643
58,2022-04-29 11:00:13+00:00,"Round 1 of the NFL draft was a big night for linemen, receivers and the state of Georgia, but a very quiet one for quarterbacks.

Here's what we learned. http",Neutral,0.853523850440979
